   1.0000000e+00   4.1031309e+03
   3.0000000e+00   4.0597284e+03
   5.0000000e+00   4.1641486e+03
   7.0000000e+00   4.2694554e+03
   1.0000000e+01   4.4285918e+03
   1.1000000e+01   4.4653943e+03
   1.2000000e+01   4.5166259e+03
   1.3000000e+01   4.5580285e+03
   1.5000000e+01   4.6236889e+03
   1.8000000e+01   4.7136054e+03
   2.0000000e+01   4.7527943e+03
   2.3000000e+01   4.8326729e+03
   2.5000000e+01   4.8693403e+03
   2.8000000e+01   4.9198444e+03
   3.0000000e+01   4.9534800e+03
   3.5000000e+01   5.0149900e+03
   4.0000000e+01   5.0569049e+03
   4.5000000e+01   5.0995792e+03
