   1.0000000e+00   2.9915842e+03
   3.0000000e+00   2.9958948e+03
   5.0000000e+00   3.0475880e+03
   7.0000000e+00   3.0934569e+03
   1.0000000e+01   3.1563598e+03
   1.1000000e+01   3.1848281e+03
   1.2000000e+01   3.1989586e+03
   1.3000000e+01   3.2251916e+03
   1.5000000e+01   3.2533743e+03
   1.8000000e+01   3.2995529e+03
   2.0000000e+01   3.3277388e+03
   2.3000000e+01   3.3636361e+03
   2.5000000e+01   3.3803320e+03
   2.8000000e+01   3.4078406e+03
   3.0000000e+01   3.4217399e+03
   3.5000000e+01   3.4542816e+03
   4.0000000e+01   3.4807769e+03
   4.5000000e+01   3.4986816e+03
