   2.5000000e+01   4.0793651e+03
   2.3000000e+01   4.0829656e+03
   2.1000000e+01   4.0686016e+03
   1.9000000e+01   4.0543383e+03
   1.7000000e+01   4.0296167e+03
   1.5000000e+01   3.9913719e+03
   1.3000000e+01   3.9606164e+03
   1.1000000e+01   3.9137056e+03
   9.0000000e+00   3.8582152e+03
   8.0000000e+00   3.8105437e+03
   7.0000000e+00   3.7366721e+03
   6.0000000e+00   3.6453901e+03
   5.0000000e+00   3.6140625e+03
   4.0000000e+00   3.6282353e+03
   3.0000000e+00   3.6282353e+03
   2.0000000e+00   3.6310832e+03
