   2.5000000e+01   2.7519334e+03
   2.3000000e+01   2.7519334e+03
   2.1000000e+01   2.7519334e+03
   1.9000000e+01   2.7502973e+03
   1.7000000e+01   2.7502973e+03
   1.5000000e+01   2.7356594e+03
   1.3000000e+01   2.7308146e+03
   1.1000000e+01   2.7243816e+03
   9.0000000e+00   2.7052632e+03
   8.0000000e+00   2.6832947e+03
   7.0000000e+00   2.6586207e+03
   6.0000000e+00   2.6525229e+03
   5.0000000e+00   2.6358974e+03
   4.0000000e+00   2.6510029e+03
   3.0000000e+00   2.6494845e+03
   2.0000000e+00   2.6510029e+03
