   2.5000000e+01   4.8559821e+03
   2.3000000e+01   4.8473262e+03
   2.1000000e+01   4.8258208e+03
   1.9000000e+01   4.7960317e+03
   1.7000000e+01   4.7707895e+03
   1.5000000e+01   4.7541084e+03
   1.3000000e+01   4.7293043e+03
   1.1000000e+01   4.7047578e+03
   9.0000000e+00   4.6484615e+03
   8.0000000e+00   4.6208156e+03
   7.0000000e+00   4.6326235e+03
   6.0000000e+00   4.6444919e+03
   5.0000000e+00   4.6484615e+03
   4.0000000e+00   4.6564212e+03
   3.0000000e+00   4.6564212e+03
   2.0000000e+00   4.6604113e+03
