   2.5000000e+01   4.0793651e+03  
   2.3000000e+01   4.0578947e+03
   2.1000000e+01   4.0296167e+03
   1.9000000e+01   3.9879310e+03
   1.7000000e+01   3.9504697e+03
   1.5000000e+01   3.8972199e+03
   1.3000000e+01   3.8582152e+03
   1.1000000e+01   3.7855974e+03
   9.0000000e+00   3.6919393e+03
   8.0000000e+00   3.5916149e+03
   7.0000000e+00   3.5475460e+03
   6.0000000e+00   3.5777262e+03
   5.0000000e+00   3.6084243e+03
   4.0000000e+00   3.6140625e+03
   3.0000000e+00   3.6197183e+03
   2.0000000e+00   3.6225529e+03
