   2.5000000e+01   2.7437722e+03
   2.3000000e+01   2.7405213e+03
   2.1000000e+01   2.7388988e+03
   1.9000000e+01   2.7372781e+03
   1.7000000e+01   2.7340426e+03
   1.5000000e+01   2.7147887e+03
   1.3000000e+01   2.6895349e+03
   1.1000000e+01   2.6494845e+03
   9.0000000e+00   2.6510029e+03
   8.0000000e+00   2.6003373e+03
   7.0000000e+00   2.5959596e+03
   6.0000000e+00   2.6003373e+03
   5.0000000e+00   2.6076663e+03
   4.0000000e+00   2.6091371e+03
   3.0000000e+00   2.6374002e+03
   2.0000000e+00   2.6374002e+03
