   2.5000000e+01   3.2802774e+03
   2.3000000e+01   3.2783002e+03
   2.1000000e+01   3.2783002e+03
   1.9000000e+01   3.2783002e+03
   1.7000000e+01   3.2783002e+03
   1.5000000e+01   3.2763253e+03
   1.3000000e+01   3.2704149e+03
   1.1000000e+01   3.2645258e+03
   9.0000000e+00   3.2528110e+03
   8.0000000e+00   3.2508667e+03
   7.0000000e+00   3.2431127e+03
   6.0000000e+00   3.2277151e+03
   5.0000000e+00   3.2296318e+03
   4.0000000e+00   3.2392496e+03
   3.0000000e+00   3.2431127e+03
   2.0000000e+00   3.2469851e+03
