   2.5000000e+01   4.8430098e+03
   2.3000000e+01   4.8301066e+03
   2.1000000e+01   4.8258208e+03
   1.9000000e+01   4.8087533e+03
   1.7000000e+01   4.8002648e+03
   1.5000000e+01   4.7749781e+03
   1.3000000e+01   4.7582677e+03
   1.1000000e+01   4.7499563e+03
   9.0000000e+00   4.7088312e+03
   8.0000000e+00   4.6966321e+03
   7.0000000e+00   4.6604113e+03
   6.0000000e+00   4.6012690e+03
   5.0000000e+00   4.6051651e+03
   4.0000000e+00   4.6208156e+03
   3.0000000e+00   4.6326235e+03
   2.0000000e+00   4.6365729e+03
